순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,연령대코드,연령대,유동인구수,시간당 평균 유동인구수,데이터생성일자
1026,2021,03월,3017051000,복수동,m,남성,70,70세이상,133269.46,29993.95,2022-11-15
1027,2021,04월,3017065000,만년동,f,여성,30,30대,280049.74,60033.03,2022-11-15
1028,2021,09월,3017059600,관저1동,f,여성,60,60대,352084.94,76747.46,2022-11-15
1029,2021,04월,3017051000,복수동,m,남성,0,9세이하,35864.16,7499.38,2022-11-15
1030,2021,01월,3017065000,만년동,f,여성,60,60대,153279.71,33011.61,2022-11-15
1031,2021,10월,3017058200,갈마2동,f,여성,60,60대,270548.06,60137.57,2022-11-15
1032,2021,10월,3017058100,갈마1동,m,남성,40,40대,319732.87,71758.38,2022-11-15
1033,2021,09월,3017055500,탄방동,f,여성,40,40대,1049776.17,221603.71,2022-11-15
1034,2021,11월,3017053500,정림동,m,남성,40,40대,153943.13,34787.48,2022-11-15
1035,2021,05월,3017053500,정림동,f,여성,70,70세이상,109074.76,23742.99,2022-11-15
1036,2021,08월,3017052000,도마1동,f,여성,30,30대,193438.18,42743.5,2022-11-15
1037,2021,04월,3017058600,월평1동,f,여성,10,10대,58190.28,12830.52,2022-11-15
1038,2021,07월,3017058200,갈마2동,m,남성,70,70세이상,93419.3,20394.56,2022-11-15
1039,2021,02월,3017057500,내동,f,여성,40,40대,248759.04,56250.55,2022-11-15
1040,2021,06월,3017057000,가장동,f,여성,10,10대,80338.18,18059.97,2022-11-15
1041,2021,11월,3017058200,갈마2동,f,여성,20,20대,558695.99,126414.17,2022-11-15
1042,2021,10월,3017053000,도마2동,m,남성,10,10대,182750.3,38904.45,2022-11-15
1043,2021,08월,3017058700,월평2동,m,남성,40,40대,298839.56,66176.27,2022-11-15
1044,2021,12월,3017058200,갈마2동,m,남성,70,70세이상,95116.02,20707.13,2022-11-15
1045,2021,04월,3017059000,가수원동,f,여성,20,20대,630584.37,134634.27,2022-11-15
1046,2021,10월,3017058200,갈마2동,f,여성,10,10대,123023.48,26989.92,2022-11-15
1047,2021,06월,3017054000,변동,f,여성,50,50대,356536.89,79632.22,2022-11-15
1048,2021,06월,3017052000,도마1동,f,여성,30,30대,192798.86,42392.09,2022-11-15
1049,2021,03월,3017058700,월평2동,m,남성,20,20대,363867.01,80844.2,2022-11-15
1050,2021,02월,3017064000,둔산2동,m,남성,40,40대,1208101.93,249718.69,2022-11-15
1051,2021,10월,3017060000,기성동,f,여성,30,30대,32236.62,5261.24,2022-11-15
1052,2021,07월,3017058200,갈마2동,m,남성,20,20대,706402.53,157557.78,2022-11-15
1053,2021,12월,3017053500,정림동,f,여성,20,20대,160955.46,35701.36,2022-11-15
1054,2021,05월,3017051000,복수동,m,남성,10,10대,343799.31,71732.76,2022-11-15
1055,2021,09월,3017056000,괴정동,m,남성,0,9세이하,26467.06,5874.1,2022-11-15
1056,2021,06월,3017053500,정림동,m,남성,30,30대,144894.64,32560.21,2022-11-15
1057,2021,04월,3017058800,월평3동,m,남성,30,30대,162326.16,37711.47,2022-11-15
1058,2021,07월,3017063000,둔산1동,m,남성,20,20대,511772.18,108779.09,2022-11-15
1059,2021,04월,3017053000,도마2동,f,여성,40,40대,258451.98,56151.26,2022-11-15
1060,2021,03월,3017063000,둔산1동,m,남성,60,60대,235826.93,47551.24,2022-11-15
1061,2021,02월,3017056000,괴정동,f,여성,40,40대,389937.24,85877.79,2022-11-15
1062,2021,07월,3017057500,내동,f,여성,70,70세이상,142994.73,31818.4,2022-11-15
1063,2021,01월,3017058800,월평3동,m,남성,70,70세이상,60125.85,13191.64,2022-11-15
1064,2021,03월,3017052000,도마1동,f,여성,30,30대,200180.95,43850.25,2022-11-15
1065,2021,01월,3017058100,갈마1동,f,여성,20,20대,494355.18,111573.86,2022-11-15
1066,2021,11월,3017053000,도마2동,m,남성,10,10대,166559.62,35448.51,2022-11-15
1067,2021,06월,3017059600,관저1동,m,남성,0,9세이하,56197.88,12452.9,2022-11-15
1068,2021,02월,3017052000,도마1동,f,여성,40,40대,215801.23,46440.07,2022-11-15
1069,2021,11월,3017059600,관저1동,f,여성,20,20대,614329.05,134990.68,2022-11-15
1070,2021,08월,3017058200,갈마2동,m,남성,0,9세이하,16486.94,3496.15,2022-11-15
1071,2021,01월,3017066000,둔산3동,m,남성,10,10대,156605.88,34754.86,2022-11-15
1072,2021,02월,3017058100,갈마1동,m,남성,30,30대,398148.26,89981.82,2022-11-15
1073,2021,09월,3017059700,관저2동,f,여성,40,40대,1167728.21,262155.04,2022-11-15
1074,2021,01월,3017059000,가수원동,m,남성,40,40대,442213.65,96698.81,2022-11-15
1075,2021,08월,3017059700,관저2동,f,여성,70,70세이상,260378.83,57205.06,2022-11-15
1076,2021,06월,3017058800,월평3동,m,남성,60,60대,189355.77,43144.29,2022-11-15
1077,2021,11월,3017060000,기성동,m,남성,60,60대,58620.66,10075.46,2022-11-15
1078,2021,08월,3017059000,가수원동,m,남성,10,10대,219519.41,48161.62,2022-11-15
1079,2021,06월,3017057000,가장동,m,남성,20,20대,161348.29,35548.71,2022-11-15
1080,2021,10월,3017052000,도마1동,m,남성,20,20대,485899.75,106739.53,2022-11-15
1081,2021,01월,3017058600,월평1동,f,여성,50,50대,269641.05,58444.84,2022-11-15
1082,2021,03월,3017057500,내동,f,여성,0,9세이하,25873.62,5626.36,2022-11-15
1083,2021,10월,3017055000,용문동,m,남성,30,30대,322686.66,71341.55,2022-11-15
1084,2021,11월,3017059700,관저2동,f,여성,60,60대,563451.85,124628.6,2022-11-15
1085,2021,04월,3017059000,가수원동,f,여성,70,70세이상,163712.82,35836.23,2022-11-15
1086,2021,06월,3017064000,둔산2동,m,남성,70,70세이상,240563.97,49646.23,2022-11-15
1087,2021,01월,3017058800,월평3동,m,남성,40,40대,166505.32,38261.33,2022-11-15
1088,2021,06월,3017059000,가수원동,m,남성,20,20대,582840.84,125100.69,2022-11-15
1089,2021,09월,3017052000,도마1동,m,남성,20,20대,483077.3,105552.52,2022-11-15
1090,2021,08월,3017057500,내동,f,여성,0,9세이하,20093.71,4443.95,2022-11-15
1091,2021,07월,3017066000,둔산3동,f,여성,70,70세이상,133234.58,29450.5,2022-11-15
1092,2021,10월,3017064000,둔산2동,m,남성,60,60대,771558.46,162386.09,2022-11-15
1093,2021,03월,3017058100,갈마1동,m,남성,0,9세이하,25274.95,5409.15,2022-11-15
1094,2021,07월,3017058800,월평3동,m,남성,50,50대,222403.61,51769.71,2022-11-15
1095,2021,04월,3017065000,만년동,m,남성,10,10대,111586.73,23766.65,2022-11-15
1096,2021,07월,3017057500,내동,m,남성,10,10대,130799.71,29269.83,2022-11-15
1097,2021,03월,3017058100,갈마1동,m,남성,20,20대,530622.63,118403.75,2022-11-15
1098,2021,07월,3017057500,내동,f,여성,0,9세이하,22311.32,4915.29,2022-11-15
1099,2021,11월,3017060000,기성동,f,여성,20,20대,21445.32,3314.62,2022-11-15
1100,2021,01월,3017063000,둔산1동,f,여성,70,70세이상,79629.64,16388,2022-11-15
1101,2021,05월,3017058100,갈마1동,f,여성,40,40대,329312.25,73219.81,2022-11-15
1102,2021,05월,3017058700,월평2동,f,여성,0,9세이하,16014.17,3378.91,2022-11-15
1103,2021,08월,3017058100,갈마1동,m,남성,0,9세이하,20003.28,4277.13,2022-11-15
1104,2021,11월,3017052000,도마1동,m,남성,10,10대,135669.69,29505.54,2022-11-15
1105,2021,01월,3017051000,복수동,m,남성,50,50대,338093.34,76393.72,2022-11-15
1106,2021,06월,3017064000,둔산2동,f,여성,60,60대,680956.27,139318.95,2022-11-15
1107,2021,01월,3017058200,갈마2동,m,남성,40,40대,335155.63,73962.75,2022-11-15
1108,2021,12월,3017056000,괴정동,f,여성,0,9세이하,28995.21,6356.03,2022-11-15
1109,2021,02월,3017054000,변동,f,여성,10,10대,100575.5,22005.02,2022-11-15
1110,2021,02월,3017056000,괴정동,f,여성,50,50대,426932.15,93490.77,2022-11-15
1111,2021,03월,3017053500,정림동,f,여성,70,70세이상,103537.98,22533.87,2022-11-15
1112,2021,01월,3017053500,정림동,f,여성,30,30대,151436.25,33592.02,2022-11-15
1113,2021,02월,3017058100,갈마1동,m,남성,50,50대,324216.27,73233.72,2022-11-15
1114,2021,06월,3017060000,기성동,f,여성,0,9세이하,1228.08,200.32,2022-11-15
1115,2021,04월,3017051000,복수동,m,남성,40,40대,329704.72,75163.38,2022-11-15
1116,2021,09월,3017066000,둔산3동,f,여성,10,10대,143677.15,31882.71,2022-11-15
1117,2021,04월,3017059600,관저1동,f,여성,10,10대,240987.5,53259.83,2022-11-15
1118,2021,05월,3017059000,가수원동,m,남성,50,50대,500061.21,111027.24,2022-11-15
1119,2021,08월,3017053000,도마2동,m,남성,40,40대,265907.63,58977.3,2022-11-15
1120,2021,08월,3017056000,괴정동,m,남성,40,40대,496689.17,109594.82,2022-11-15
1121,2021,06월,3017058200,갈마2동,f,여성,60,60대,255696.7,56251.77,2022-11-15
1122,2021,11월,3017065000,만년동,f,여성,0,9세이하,16532.36,3466.05,2022-11-15
1123,2021,02월,3017065000,만년동,m,남성,70,70세이상,53957.7,11589.01,2022-11-15
1124,2021,03월,3017063000,둔산1동,m,남성,0,9세이하,24656.42,5164.3,2022-11-15
1125,2021,11월,3017058600,월평1동,m,남성,10,10대,58890.04,13056.1,2022-11-15
1126,2021,04월,3017053000,도마2동,f,여성,30,30대,218016.14,47345.65,2022-11-15
1127,2021,07월,3017059700,관저2동,m,남성,10,10대,519857.85,115809.86,2022-11-15
1128,2021,10월,3017052000,도마1동,m,남성,0,9세이하,14722.37,3252.22,2022-11-15
1129,2021,06월,3017058700,월평2동,m,남성,10,10대,156269.97,35263.18,2022-11-15
1130,2021,12월,3017059000,가수원동,m,남성,70,70세이상,200308.04,43644.64,2022-11-15
1131,2021,06월,3017063000,둔산1동,m,남성,20,20대,471042.72,101316.04,2022-11-15
1132,2021,11월,3017059600,관저1동,m,남성,40,40대,511288.63,115948.23,2022-11-15
1133,2021,11월,3017058800,월평3동,f,여성,40,40대,198039.49,45701.97,2022-11-15
1134,2021,11월,3017057500,내동,m,남성,70,70세이상,141670.22,32066.21,2022-11-15
1135,2021,09월,3017054000,변동,f,여성,30,30대,220505.77,49059.52,2022-11-15
1136,2021,10월,3017057000,가장동,f,여성,50,50대,225999.73,50561.88,2022-11-15
1137,2021,07월,3017064000,둔산2동,f,여성,70,70세이상,245306,51352.55,2022-11-15
1138,2021,03월,3017066000,둔산3동,m,남성,0,9세이하,19457.03,4209.5,2022-11-15
1139,2021,07월,3017065000,만년동,f,여성,40,40대,297437.59,64718.13,2022-11-15
1140,2021,10월,3017058700,월평2동,f,여성,20,20대,318125.63,70072.4,2022-11-15
1141,2021,07월,3017057500,내동,f,여성,30,30대,234725.27,53092.96,2022-11-15
1142,2021,04월,3017051000,복수동,m,남성,70,70세이상,136276.53,30768.99,2022-11-15
1143,2021,03월,3017053000,도마2동,m,남성,30,30대,226432.32,49616.84,2022-11-15
1144,2021,06월,3017056000,괴정동,f,여성,20,20대,738478.45,167255.77,2022-11-15
1145,2021,07월,3017058600,월평1동,f,여성,40,40대,201344.93,43404.22,2022-11-15
1146,2021,11월,3017065000,만년동,m,남성,70,70세이상,69291.78,14603.53,2022-11-15
1147,2021,04월,3017059700,관저2동,f,여성,10,10대,484913.32,108796.62,2022-11-15
1148,2021,09월,3017058100,갈마1동,m,남성,60,60대,285373.93,64166.3,2022-11-15
1149,2021,07월,3017058800,월평3동,m,남성,20,20대,223963.57,49698.44,2022-11-15
1150,2021,09월,3017055500,탄방동,f,여성,0,9세이하,37979.6,8286.46,2022-11-15
1151,2021,12월,3017058200,갈마2동,m,남성,0,9세이하,14661.77,3195.39,2022-11-15
1152,2021,09월,3017059700,관저2동,m,남성,20,20대,907402.86,202331.53,2022-11-15
1153,2021,09월,3017058200,갈마2동,f,여성,10,10대,118851.85,26038.38,2022-11-15
1154,2021,08월,3017057500,내동,m,남성,60,60대,230630.33,52018.26,2022-11-15
1155,2021,10월,3017059600,관저1동,m,남성,10,10대,283154.84,63260.02,2022-11-15
1156,2021,05월,3017057000,가장동,m,남성,20,20대,174984.68,38381.04,2022-11-15
1157,2021,11월,3017058800,월평3동,m,남성,50,50대,195863.71,45920.99,2022-11-15
1158,2021,04월,3017059600,관저1동,f,여성,20,20대,615397.2,135197.42,2022-11-15
1159,2021,05월,3017054000,변동,f,여성,0,9세이하,19520.49,4079.12,2022-11-15
1160,2021,11월,3017058200,갈마2동,m,남성,10,10대,110469.93,24268.09,2022-11-15
1161,2021,05월,3017055000,용문동,f,여성,20,20대,345828.67,76186.74,2022-11-15
1162,2021,05월,3017051000,복수동,m,남성,50,50대,356343.6,80964.8,2022-11-15
1163,2021,05월,3017058600,월평1동,f,여성,20,20대,379058.66,83717.58,2022-11-15
1164,2021,03월,3017051000,복수동,f,여성,40,40대,375851.61,84676.76,2022-11-15
1165,2021,04월,3017064000,둔산2동,f,여성,20,20대,1724574.66,360193.41,2022-11-15
1166,2021,10월,3017058700,월평2동,m,남성,60,60대,288908.01,64732.93,2022-11-15
1167,2021,08월,3017055000,용문동,f,여성,0,9세이하,8537.46,1911.63,2022-11-15
1168,2021,11월,3017058200,갈마2동,f,여성,30,30대,395223.91,87793.15,2022-11-15
1169,2021,04월,3017055500,탄방동,f,여성,30,30대,1096524.33,230071.82,2022-11-15
1170,2021,08월,3017057500,내동,f,여성,10,10대,155255.92,34520.42,2022-11-15
1171,2021,09월,3017060000,기성동,f,여성,60,60대,25777.04,4395.58,2022-11-15
1172,2021,06월,3017058100,갈마1동,f,여성,0,9세이하,29235.27,6233.11,2022-11-15
1173,2021,11월,3017057500,내동,m,남성,10,10대,129612.52,29197.52,2022-11-15
1174,2021,04월,3017053000,도마2동,m,남성,30,30대,231077.1,50492.98,2022-11-15
1175,2021,10월,3017066000,둔산3동,f,여성,30,30대,187890.05,42839.3,2022-11-15
1176,2021,08월,3017065000,만년동,m,남성,10,10대,107482.71,23568.05,2022-11-15
1177,2021,12월,3017058600,월평1동,f,여성,0,9세이하,9345.69,2071.88,2022-11-15
1178,2021,08월,3017057000,가장동,f,여성,20,20대,180033.5,40057.67,2022-11-15
1179,2021,03월,3017058700,월평2동,m,남성,70,70세이상,116057.62,25505.48,2022-11-15
1180,2021,01월,3017064000,둔산2동,m,남성,20,20대,1398567.34,300261.22,2022-11-15
1181,2021,08월,3017058700,월평2동,f,여성,50,50대,404892.36,88087.16,2022-11-15
1182,2021,03월,3017057000,가장동,f,여성,10,10대,82237.27,18438.16,2022-11-15
1183,2021,05월,3017058700,월평2동,m,남성,10,10대,153920.55,34410.77,2022-11-15
1184,2021,02월,3017063000,둔산1동,f,여성,50,50대,367025.37,74418.79,2022-11-15
1185,2021,11월,3017058200,갈마2동,f,여성,50,50대,356436.46,79565.84,2022-11-15
1186,2021,12월,3017063000,둔산1동,m,남성,70,70세이상,120793.13,24693.59,2022-11-15
1187,2021,01월,3017058100,갈마1동,f,여성,70,70세이상,104575.88,22940.83,2022-11-15
1188,2021,06월,3017059700,관저2동,f,여성,0,9세이하,109187.21,24198.82,2022-11-15
1189,2021,11월,3017058100,갈마1동,f,여성,10,10대,155430.77,32885.66,2022-11-15
1190,2021,05월,3017055500,탄방동,f,여성,70,70세이상,301862.24,64151.16,2022-11-15
1191,2021,06월,3017059600,관저1동,m,남성,50,50대,489418.66,111173.98,2022-11-15
1192,2021,09월,3017051000,복수동,f,여성,60,60대,261720.16,59153.39,2022-11-15
1193,2021,08월,3017051000,복수동,f,여성,20,20대,302945.7,66548.06,2022-11-15
1194,2021,02월,3017057000,가장동,f,여성,70,70세이상,104980.1,23198.93,2022-11-15
1195,2021,02월,3017063000,둔산1동,m,남성,50,50대,446467.25,93821.26,2022-11-15
1196,2021,09월,3017054000,변동,f,여성,70,70세이상,152754.33,33511.39,2022-11-15
1197,2021,01월,3017055000,용문동,f,여성,60,60대,200180.7,43116.73,2022-11-15
1198,2021,09월,3017058700,월평2동,f,여성,30,30대,270486.14,58697.13,2022-11-15
1199,2021,03월,3017051000,복수동,f,여성,30,30대,277307.29,61976.68,2022-11-15
1200,2021,08월,3017057500,내동,f,여성,70,70세이상,149237.94,33130.89,2022-11-15
1201,2021,07월,3017063000,둔산1동,f,여성,40,40대,594892.28,124712.91,2022-11-15
1202,2021,11월,3017056000,괴정동,f,여성,30,30대,511156.12,112851.12,2022-11-15
1203,2021,02월,3017064000,둔산2동,f,여성,30,30대,1132165.11,229659.61,2022-11-15
1204,2021,02월,3017058200,갈마2동,m,남성,50,50대,265090.05,59108.71,2022-11-15
1205,2021,10월,3017054000,변동,f,여성,0,9세이하,18467.63,3870.77,2022-11-15
1206,2021,03월,3017065000,만년동,f,여성,20,20대,344984.82,74325.7,2022-11-15
1207,2021,11월,3017055000,용문동,f,여성,0,9세이하,7900.48,1816.01,2022-11-15
1208,2021,12월,3017059700,관저2동,f,여성,60,60대,604091.36,132542.26,2022-11-15
1209,2021,07월,3017054000,변동,m,남성,20,20대,250461.54,55364.85,2022-11-15
1210,2021,05월,3017058800,월평3동,m,남성,50,50대,223652.3,51790.57,2022-11-15
1211,2021,05월,3017058700,월평2동,m,남성,50,50대,342243.38,77676.17,2022-11-15
1212,2021,11월,3017065000,만년동,m,남성,0,9세이하,16362.88,3366.42,2022-11-15
1213,2021,12월,3017065000,만년동,m,남성,10,10대,128165.72,26986.47,2022-11-15
1214,2021,08월,3017059600,관저1동,m,남성,10,10대,258131.73,57158.81,2022-11-15
1215,2021,07월,3017055000,용문동,m,남성,10,10대,62918.61,13828.52,2022-11-15
1216,2021,12월,3017057000,가장동,f,여성,30,30대,169037.97,37556.33,2022-11-15
1217,2021,11월,3017060000,기성동,f,여성,50,50대,61047.1,9844.18,2022-11-15
1218,2021,07월,3017052000,도마1동,f,여성,0,9세이하,16954.21,3673.55,2022-11-15
1219,2021,08월,3017063000,둔산1동,m,남성,50,50대,518682.2,108248.42,2022-11-15
1220,2021,09월,3017064000,둔산2동,m,남성,0,9세이하,43097.22,9384.5,2022-11-15
1221,2021,07월,3017060000,기성동,f,여성,30,30대,20177.98,3419.22,2022-11-15
1222,2021,03월,3017056000,괴정동,m,남성,40,40대,528435.58,116458.23,2022-11-15
1223,2021,01월,3017060000,기성동,m,남성,70,70세이상,10842.31,1911.48,2022-11-15
1224,2021,11월,3017059600,관저1동,m,남성,0,9세이하,53378.34,11768.35,2022-11-15
1225,2021,06월,3017059700,관저2동,f,여성,30,30대,1022830.73,229659.05,2022-11-15
1226,2021,02월,3017064000,둔산2동,m,남성,30,30대,1223182.16,254162.84,2022-11-15
1227,2021,09월,3017059000,가수원동,m,남성,10,10대,233493.71,51710.73,2022-11-15
1228,2021,07월,3017059600,관저1동,f,여성,30,30대,595032.18,131760.5,2022-11-15
1229,2021,10월,3017065000,만년동,m,남성,60,60대,226650.5,49584.69,2022-11-15
1230,2021,10월,3017054000,변동,f,여성,50,50대,370260.93,82423.68,2022-11-15
1231,2021,06월,3017052000,도마1동,f,여성,60,60대,302337.99,64258.38,2022-11-15
1232,2021,02월,3017053000,도마2동,f,여성,0,9세이하,15142.27,3227.01,2022-11-15
1233,2021,10월,3017066000,둔산3동,f,여성,0,9세이하,15792.03,3506.65,2022-11-15
1234,2021,01월,3017058100,갈마1동,m,남성,20,20대,513499.78,114287.02,2022-11-15
1235,2021,08월,3017052000,도마1동,m,남성,30,30대,248946.36,54921.18,2022-11-15
1236,2021,02월,3017063000,둔산1동,f,여성,0,9세이하,15970.51,3220.08,2022-11-15
1237,2021,11월,3017058800,월평3동,m,남성,30,30대,173077.37,40219.79,2022-11-15
1238,2021,08월,3017053500,정림동,m,남성,30,30대,157565.76,35075.45,2022-11-15
